symbol,close_ma_30,close_ma_90,close_ma_200,volume_ma_30,volume_ma_90,volume_ma_200,currentRatio_ma,currentRatio_slope,quickRatio_ma,quickRatio_slope,returnOnEquity_ma,returnOnEquity_slope,returnOnAssets_ma,returnOnAssets_slope,netProfitMargin_ma,netProfitMargin_slope,priceEarningsRatio_ma,priceEarningsRatio_slope,priceBookValueRatio_ma,priceBookValueRatio_slope,priceToSalesRatio_ma,priceToSalesRatio_slope,freeCashFlowPerShare_ma,freeCashFlowPerShare_slope,operatingCashFlowPerShare_ma,operatingCashFlowPerShare_slope,cashFlowToDebtRatio_ma,cashFlowToDebtRatio_slope,debtEquityRatio_ma,debtEquityRatio_slope,longTermDebtToCapitalization_ma,longTermDebtToCapitalization_slope,assetTurnover_ma,assetTurnover_slope,inventoryTurnover_ma,inventoryTurnover_slope
KKR,41.961999999999996,47.817,55.08095,2634021.0,2732922.2444444443,2684754.87,1.8815810819730414,-0.09335663256775703,1.2018383355453277,-0.054549003343407634,0.03544835166881155,0.06405495922761109,0.002393291663225006,0.06243139611333513,0.01234671578864106,-0.016503800474859602,110.78899160445948,0.037264522478208634,2.7072762034739832,-0.19026640286259286,22.151058383888365,0.003307426343358542,-0.8881493305293542,-0.1399015187979748,-0.8540105351517606,-0.1398471880040743,-0.01310562042692964,-0.13720599746767545,2.3330907068519946,0.12216236603213058,0.6962262727982166,0.1374114493756837,0.012630784351886908,-0.018655143114075855,0.01833730219703653,-0.07625416557099753
VST,20.956,18.99277777777778,18.50635,4120629.7333333334,6172445.588888889,5141949.38,15.12238059934476,-0.09133694397063181,15.14966195338143,-0.0913024922454548,0.014001618446201288,-0.10957309708694732,0.008085254927896551,-0.1402713371153433,-0.03276876224286211,-0.08890321794656444,11.69056034163596,0.09094587373190047,2.3654843862242108,-0.11423064653427936,3.869213784520366,-0.06550589304985051,0.9473614863041232,-0.11601505232112605,1.5545854828049896,-0.11559226101275047,0.04060032095118564,-0.09253772289922801,2.2086634559583196,-0.032470246946322084,0.6257000300030116,0.04264910243964568,0.10211456504673516,0.038906270612697455,4.061927013564121,0.14435330234562174
GEV,143.10466666666667,161.33644444444445,18.50635,6078937.1,4166049.4555555554,5141949.38,1.0271526944275198,-0.8549234260284648,0.754518948413364,-0.8783688339440077,0.04220747554115592,-0.06732959268090383,0.00793164683207395,-0.06294040637184177,0.04367520237250842,-0.03266458085515249,-50.33052984197203,-0.19497349279544812,6.555488421360341,-0.8777960265524754,6.836296396676811,-0.8543797368784388,1.5444779879268202,-0.5963551693210136,2.347113427851809,-0.6678889971834289,0.3628065741613336,-0.4903305531857089,0.08275187927813517,0.25407472307648193,0.00657894736842105,-0.6928203230275513,0.17573339006164704,-0.8603674186469282,0.8778046077690528,-0.8929658461718858
SOLV,65.56466666666667,59.24811111111111,18.50635,2862026.5,2208361.577777778,5141949.38,1.369191540030622,0.7581835222505953,0.9889854325882974,0.7835402730184844,0.0352361175489562,0.8008264169149982,0.008141148486820226,0.7814682929230139,0.058347432143370695,0.7791220194594372,39.46240128991593,-0.7590787603544312,3.4663986433975023,-0.8228870731875084,5.382818310258584,-0.05146207014342453,1.1630926592468551,0.8157811534977462,1.7116514947369081,0.790515123234557,0.035306807885811274,0.7798463380447017,2.6284230606287786,-0.3162197943154392,0.7154058081029657,-0.4196197467012929,0.14111249520866195,-0.7115313645244284,0.9843861395282644,-0.17478535967134898
DECK,52.33,54.33888888888889,59.55565000000001,2217979.0,1782285.2777777778,2177087.565,2.9952736993710616,-0.028020960874629512,2.1369661397218396,-0.03703646655667994,0.08413841663659144,-0.09500530166473249,0.053592576999938496,-0.10163362736391057,0.14457253229191197,-0.12390825513060516,31.996887235873572,0.052160858871404196,7.7256842360004905,-0.16833526538645402,15.40769046034574,-0.08367137511919921,1.064216050301809,-0.08040809511628762,1.183983669880957,-0.08238871873285875,0.8020472431735809,-0.0790550931765908,0.1342569899695434,0.16912964537908923,0.004640655799888381,-0.0911290199107627,0.3398669109088449,-0.07410600968296321,0.7510450757806318,-0.056929345409073455
SMCI,3.2626666666666666,3.5305555555555563,3.5755500000000002,2886281.3333333335,2898206.5555555555,2312255.25,2.7644872930730675,-0.16434102283475396,1.32735976785371,-0.16281041811183602,0.06644098805309101,-0.09561999927203631,0.03503642644615663,-0.12325948055994783,0.12279056428106314,-0.14331737725161486,16.154436038456698,-0.06529556669704559,3.9449698975892704,-0.14066283435557309,7.413398853875803,-0.16625113258554353,-0.16550779310211772,0.013361289324219464,-0.127194659603908,0.007277668528976579,0.0705007168078226,-0.026575398451350013,0.22873521998812651,-0.06294660602142171,0.10619647999812362,-0.15260993355906777,0.44927340067452654,0.0750986365861847,0.7891644520737072,0.06801484353841922
BLDR,40.95433333333334,44.633,46.52264999999999,2326241.566666667,2201702.322222222,2470445.435,1.9217501597305413,0.11008201407191474,1.1725805770869409,0.013177996794896825,0.08735562153992914,0.08797450625106197,0.038992650633853744,0.11085888817104973,0.08930457020892395,0.07578486113981958,10.113046797787183,-0.1404440939169412,2.6702648962393116,-0.08098956882152863,3.0727052131976795,-0.14812318516643497,152.00050198022475,-0.09137786041786258,206.7876847597631,-0.0913697133311015,0.18999013143517784,-0.0655199851020676,0.7154980405303888,-0.07122289698488744,0.36963292313633606,-0.047039755446429694,0.41382224988920263,0.14311664764291637,1.9557518648665635,0.05800150653160392
JBL,44.156666666666666,48.107,53.954350000000005,853677.6666666666,950013.4555555555,889176.25,1.064801962920556,-0.16091608701795415,0.6391919127038725,-0.16471155965559844,0.10103582296850865,-0.02193334151902833,0.013480879451096347,-0.019800068820297476,0.03156061686543682,-0.03247560201082606,15.681154193564941,-0.15700253966499994,5.090078229754192,-0.19694130208483016,1.507886623099642,-0.19175697534290706,1.5752903529965898,-0.06487623675933257,3.386559634912026,-0.016736423655571653,0.1346306670910252,0.01067003803703622,1.4619279894946444,-0.044967415501062896,0.5090242227273378,0.08633670935426234,0.43378813280922773,0.18696733522953024,1.4145051370030826,0.06309566713590341
UBER,55.944,55.606222222222215,50.2698,24317333.1,21586349.755555555,22130774.345,1.1192305127744429,-0.11724133622722893,1.0587926874260418,-0.12399027618328695,-0.03239534467905802,-0.10425314839603957,-0.003301433811988715,-0.11293306611986059,-0.020486505338332815,-0.10192482019204141,-6.9468824995639915,-0.08087644506055404,8.588747699625483,-0.13424480172998213,13.147541859877048,0.09189557522362649,0.2972685617443014,-0.19493195297147886,0.32924110805549334,-0.1940043977414322,0.06014105851586617,-0.19634890605771638,1.085267178327147,0.01177598279986812,0.4612344001190233,0.006609275470289004,0.22002403656554345,-0.1567020097129758,4.111671303655985,0.14766871428640085
HUBB,163.50500000000002,178.80844444444443,185.6326,320088.9666666667,291936.26666666666,259378.66,1.828653523262315,0.0184160336913947,1.1582371793569073,0.03835215255621166,0.05724396902158782,-0.1426597735543545,0.02528443144100112,-0.15101749991470945,0.11428096175743817,-0.18333045596111386,25.429261521089362,-0.008972976051628147,5.674975360042329,-0.18688705981251674,11.41246457777209,-0.19317327097351913,2.8254220707684805,-0.12156479350991692,3.4822798473521437,-0.13085838129811786,0.11209021864174416,-0.09598677959167791,0.6626341689379979,0.0791882344009789,0.3776517547849867,0.14264829852438943,0.2214092231325496,0.07382738537150958,1.1652193685666932,0.1896264712364535
LULU,345.5546666666667,326.8271111111111,355.96305,1299559.7666666666,1386665.6666666667,1172560.695,2.1960491751870896,-0.044638866030344324,1.2018215567596342,-0.003181120091706442,0.08827148939708486,-0.03583731633797965,0.05225279835362742,-0.05459240778537327,0.1418820908093134,-0.040427927162091246,46.112979847857865,0.15071260809943046,14.387908071515009,0.19368227340895236,23.809420105186984,0.17880641843569778,1.7762661447911288,-0.04847996698466778,2.899542925412694,-0.06169188830209897,0.3207354108186908,-0.018021959692377795,0.30845253091052455,-0.04853908226526657,-0.00030065800209118663,0.028635133062045473,0.3682904459558095,-0.06448764057947425,0.6729606649089496,0.03179544974929078
VLTO,73.69,75.59522222222222,84.99410000000002,5004636.766666667,2907754.7444444443,2211799.405,1.84797053475497,-0.49393816964838716,1.5869299618045647,-0.5183727068719971,0.13519897694751137,0.5075119629397596,0.035314515748571466,0.25307009394419333,0.15989121088965416,-0.28199594217539237,27.985901253736955,-0.4056519094010342,14.939731234303066,0.4768052662937209,17.9035405441771,-0.4774291401215233,0.8712294706847244,-0.10679112573249934,0.9305078276935109,-0.10947362267923338,0.08707900876447235,-0.1444316401575601,1.7457085670561383,0.56709337376703,0.6256446564644738,0.575263443611466,0.2209511812954051,0.5393000799914812,1.7150143562221947,-0.14210609684755382
ABNB,179.60166666666666,180.7201111111111,164.98039999999997,6157666.666666667,5456702.222222222,6568197.0,1.6551465804418204,0.06848447226374055,1.6551465804418204,0.06848447226374055,0.066155032782238,-0.08039290588292641,0.026206348456381853,-0.07187990125468947,0.1328471880937107,-0.09292457163623377,-53.30260657503027,-0.04543783419030931,16.25773701786994,0.17561095339711572,46.43426170711647,0.1420922626258155,1.3812102225390408,-0.058474789343301505,1.3862384451241672,-0.05609815024107022,0.38069663475139365,-0.06740477311526717,0.4299373516918136,0.19895622616972045,0.2603312098991614,0.2000359694622249,0.11772897678470427,-0.04801919244181114,0.0,0.0
BX,66.49766666666667,73.485,93.19095000000002,2903401.6666666665,3014719.966666667,3462069.67,8.72711587298795,0.07522933546004323,2.675533944970489,0.004803212462044734,0.09848286545843327,0.10456857170298454,0.021123811746633976,0.13623320046295523,0.24457298970330374,0.02702575673613827,488.4177897444327,0.011093561875509663,10.42407118824833,-0.1905095839479659,40.61318805934473,-0.1131801609254197,1.5463198824575604,0.0299618057574923,1.5978149655928455,0.029678751014353067,0.12046808493914767,0.07117858523070203,1.4114608291960282,-0.19539925997625837,0.1227175056642835,-0.13371552520701105,0.06662433389213271,0.14594581479569163,0.07323825440903411,0.09629598451973609
KVUE,26.020333333333333,24.77588888888889,22.31165,6520513.133333334,27003333.877777778,23613864.045,1.0338571626990452,0.5141991749235543,0.7166490271629828,0.46586957168118903,0.028205641557759384,0.1339662556800246,0.011104891428717067,0.1619304760697921,0.07830517503334876,0.17925632511151027,49.9152405641753,-0.10957806623049259,3.7949097938098375,-0.4068613613871368,10.423122471870855,-0.1397623889468011,0.22819884526890663,0.1119178662225856,0.29530056233347607,0.14904917913316432,0.06612302541912123,0.16991396283594,0.8189588475967463,-0.5356300215329935,0.4074231464623052,-0.030052284464830162,0.1430104389627335,-0.1979477700109391,0.9025315909843689,-0.4102912211406884
PANW,61.45266666666667,59.098555555555556,64.22245,6421789.066666666,6497001.8,6890518.6,0.821593565455776,0.061985659865678736,0.8086067715666296,0.06487385239479285,-0.03506674288099895,-0.12780140235974974,0.007718621336640231,-0.14183729045338667,0.07005919054926328,-0.1390803714161685,314.1195204684659,0.004257354862477617,90.73199016106489,0.07238397376796307,39.74089548248689,-0.15862168165071586,0.9985441819318817,-0.10243020072956206,1.0578978285698988,-0.10114941147791633,0.2977871117557072,-0.1411566739534402,6.393672843246808,0.09032228570951942,0.13573842847764492,0.13330068576670798,0.11892249912037516,0.03900573608009588,61962500.445527926,-0.02704511176807628
AXON,160.12066666666666,153.00644444444444,162.37230000000002,779403.8666666667,586085.2555555556,456204.865,3.031700014449089,0.09596386124977671,2.6978020635679316,0.10413715582215248,0.022777793428265348,-0.13523368471333647,0.011172878140916307,-0.12093703468958679,0.085830458559971,-0.12750822167051667,63.02511457173534,-0.11394181738533551,10.736172519538538,-0.1435283282789289,44.76846947000518,-0.07464321091296944,0.6059701457973841,-0.09070802711707202,0.8187400831837415,-0.09412780220944472,0.4533260789614372,0.043811220575882326,0.24724000079771413,-0.1565452265601728,0.1629289262554704,-0.1667320809188232,0.13328476528175504,0.0901869356573462,0.737322293491836,0.073554346409097
FICO,483.9626666666667,488.50777777777785,480.6987,255275.83333333334,215346.5888888889,216261.925,1.429450976210035,-0.1810938481339037,1.4233524423933563,-0.18358232443540554,-0.07167637672755928,0.06900590105159328,0.07020354527192196,-0.1114301782371262,0.29196154141305175,-0.031127284146902513,47.65485944460692,-0.17688363758836878,-19.23147854005242,0.1132449031689826,55.626423171930014,-0.18550070928621956,5.1499628431531645,-0.12669022792765053,5.251706259078856,-0.13141642154903024,0.07523002017932606,0.049443022207575404,-2.0060079848901995,0.052726183838715496,1.5458348352368096,-0.15405033081572822,0.24031381979677294,-0.1979951287499161,39571250.113031805,-0.012116624651544011
BG,70.48566666666666,77.42833333333334,79.02555,1632781.9666666666,1397746.5,1245011.94,1.8346556242283758,-0.18552213049967745,0.94884371560983,-0.17795473930719657,0.04873678304074993,0.12346470516714549,0.017339103259909817,0.07251252078496656,0.030029388450346296,0.061387243776487035,11.821161818519203,-0.07868959396462748,1.4605169227334431,0.14953983169277613,0.9214565833670629,-0.12112842550821355,-2.807923711353115,-0.11655286861804796,-1.3172607168434083,-0.1299754999218644,-0.022486581291024453,-0.12176895997300842,0.7293846261003373,0.18352062571457572,0.3099515126240643,0.12559700935009485,0.5882003254753606,0.09579439817171477,1.6826394726659717,-0.04547576735442142
PODD,274.9093333333333,270.7463333333333,276.1502,393773.1,501674.31111111114,442071.015,4.383731143334054,0.18541105408947825,3.371337732598575,0.18284125770855406,0.04729893316022915,-0.1449902900777263,0.014750204688486975,-0.1582361469309342,0.08706494950107652,-0.15692167372419477,489.0225702545359,0.08950197803125545,29.796422082593377,0.16118891168472138,48.815785937242744,0.1862149107744062,0.09227359825628108,-0.18838414774874657,0.5584577567456869,-0.19327921486372526,0.1307490691530697,-0.10346498750473229,2.2566753935192234,0.13542622134067983,0.6470775700307796,0.12632679125649726,0.15733903755235126,-0.1275638203938421,0.3402830334112572,0.09183615220307798
GEHC,61.907000000000004,71.83833333333334,73.63335000000001,4019592.4,2745225.211111111,2967178.92,1.113222776210241,0.2211011329038666,0.8590610710915488,0.1624519168970036,0.05888705415345869,-0.16730867599688165,0.014352313814470712,-0.06947719803899893,0.09269704012499139,-0.13743341676179582,20.48608264744433,0.006318677115082939,4.693626373786475,-0.08410924569435815,7.29428720127204,-0.149605810027772,1.03194472628228,0.002783456021258461,1.242948097626284,0.0032275643509734717,0.11588129348217269,-0.1826997957427238,1.1874579261891844,0.17076211381643014,0.4847845897689914,0.21929214932281865,0.15362464487856253,0.1140891097028149,1.3911835216498885,-0.20051732652589901
STLD,38.339999999999996,46.163111111111114,55.40429999999999,2129276.7,2322020.2,2228102.835,3.2090578364113997,0.05345253616043516,1.75081228267688,0.039220791244389396,0.09644854711571406,0.18147695950350365,0.05205504335669392,0.16858385438612714,0.1390400928233433,0.1657281603179664,7.699063944485747,-0.18129142792619773,2.1199624884228165,-0.0015738682630670805,3.463725182103615,-0.18151000946072715,2.2756395460499386,0.06818951375889257,4.273832631575881,-0.01959219108938255,0.2413623542181363,0.02742404553757851,0.4237244374161078,0.17780098182606807,0.2790235397116123,0.20157332439071107,0.35594786225450803,0.18100848318855672,1.2051071707445797,-0.012603349750782694
FSLR,101.403,88.00711111111112,88.65265000000001,2761623.033333333,2648330.2444444443,2182754.515,3.534184234711578,0.20607982802899247,2.734310749508584,0.2033847685790725,0.023529414597561842,-0.13108280494717184,0.0161333127752868,-0.11246762130477861,0.16756463152487053,-0.12326473922818898,-15.00149623952716,-0.008819406897117325,2.4445791707006848,-0.15172165428466972,20.163777276471393,-0.07650934194145402,-0.8373253754569008,-0.01899258303209106,1.7140519664547613,-0.08741015856260849,0.4832121319371132,-0.03206935901077547,0.06481313962788557,-0.15438423775778692,0.047695507258891996,-0.10604822932444875,0.09116985704176553,-0.009934406260286946,0.7176103282484706,0.0909688564675709
ACGL,34.324666666666666,36.983888888888885,38.43935,2996846.5,2528716.855555556,2139411.205,4.2085155109969135,0.06330492628710847,7.376883635213947,0.12465815559598874,0.046754222737507234,-0.08925159808511414,0.014429821462600781,-0.08722675621414266,0.23730712249561922,-0.06505843163765627,35.390891846378345,0.01965945877235462,1.5491338500064917,-0.17810951527880273,7.969009602905373,-0.11752890821844063,3.2571718695436993,-0.18019870981521657,3.289895562797268,-0.18033559116193076,0.4452129740098611,-0.18050575553943726,0.1854065906160483,0.19441377526444173,0.15521401981743319,0.19425958278554176,0.05750115626253871,-0.16334453053037645,0.02714000753416207,0.0558194255005078
TRGP,29.38766666666667,31.866,38.90004999999999,1882596.9666666666,1831348.2555555555,1935924.095,0.7236280861213095,-0.028474420936440502,0.6243228567166622,0.09068127040981548,0.10205781577965005,-0.08942332797283446,0.013267077612625,-0.0638959586021199,0.05943336512351421,-0.12649208297755601,16.38887238229245,-0.04003365705181999,6.857666861893146,-0.17755174501553309,4.184377726310749,-0.1781930268184166,1.194578312093542,0.09178378437982516,3.061213067308927,-0.09516723725561298,0.07034031818101828,0.08075924366140556,4.121860784961602,-0.20368177819202665,0.7815688301166208,-0.1987044472491657,0.24232500076282104,0.13129669619631665,20.304643526054015,0.15958892670577302
EQT,16.391000000000002,17.78911111111111,19.09315,6056476.9,5455862.5,6122855.83,7.952485245870774,0.44365765391878653,8.148604458096202,0.4519626065196407,0.03218451145537513,0.3893357020545419,0.02498289896303762,0.39879489820319275,0.16917849139937333,0.44568180324205214,15.727766092587169,-0.3487570895757659,1.8499306360870371,0.13025337364129266,9.726023179425498,0.40659548329908146,0.5563685417734415,0.04261843928546461,0.620137131509591,0.005638147979260331,0.2717468913739859,0.201622112877002,0.15532001449525276,-0.20556373979884585,0.12191054854634835,-0.2895492351990027,0.14794294612064582,-0.18784727022107992,18190569.15787132,-0.07803530991978898
PCG,11.887666666666668,11.481222222222222,10.56595,11631010.766666668,14374664.711111112,15602134.52,0.7813952003079228,-0.06441588843165905,0.7334140813971564,-0.05993164795416608,0.015791581951488994,-0.09875280414434977,0.0032972226533063064,-0.09709900145479619,0.06857083695593752,-0.10391526821736197,16.30703553023599,0.01894933106702924,1.248059828999369,-0.18173458682303345,5.307486820557483,-0.1820502318139986,-0.30160492255955546,-0.08454820825329674,0.5449529352151236,-0.11748794302469785,0.021334718064340955,-0.08857282757036954,2.157756100574054,-0.06571644422808358,0.6556956193786062,-0.1086937330478407,0.04883711355513235,0.06562121767810693,5.382729356370659,0.10592816858883353
CSGP,90.272,86.79555555555555,86.54574999999998,2802733.3333333335,3083100.0,2397214.0,11.802060002583708,0.11681818182622543,11.8039037360999,0.11699220800466367,0.011360524955381963,0.12729027873124066,0.0091375590645965,0.11943912007842265,0.13044077706439894,0.12797327991340413,199.5996386642887,-0.07000214405283382,4.744449842675415,0.1439263359764544,54.14171576279493,0.15446742720584253,0.16370131477121996,0.1045655050749614,0.28543463011162445,0.03698583864622565,0.1353221689474813,-0.08507717077071009,0.16202297734196416,0.17632106141476359,0.12518425877708467,0.16261352081475705,0.07083037155630767,-0.17763267416879677,50001934.83951244,-0.016974497684185363
INVH,29.693333333333335,31.19777777777778,35.4528,3275195.1333333333,3568334.888888889,3722049.62,2.9610312470816105,-0.02933141723557342,3.0542075433058855,0.04633035572653426,0.010148943372843732,-0.1456677069192425,0.0053947093160276,-0.1393522980253259,0.17191109551795727,-0.09918064794973493,55.47481281185364,0.15466808271310362,2.019589419808584,0.11836879224775779,34.99534875325109,0.15483017789365242,0.3339947404067564,0.028916583108936866,0.4140717779449834,0.024917480433840917,0.03176330957923143,0.005802491183064179,0.8242159823083746,0.0061068879061361965,0.44881122346688085,0.03597937963374683,0.031122380300082894,-0.21051584994497016,-3.099758533046556,-0.0364655106829598
KDP,31.923999999999996,33.474111111111114,34.3889,4441270.866666666,5201766.755555555,5436689.2,0.46224660205578444,-0.052604226985735913,0.30532167554314843,-0.03041868952007821,0.01800489413889245,0.03901699776502652,0.008749595158395044,0.04124105416916457,0.12869280809338457,0.06772486852879687,22.41665327616028,0.10611029121310972,1.9318683782157577,0.14404161183922023,13.707432153258178,0.1854998898951595,0.32667899346780194,0.06032244718448849,0.4134541893258137,0.04627922753814422,0.04158918987479507,0.08691505467196278,0.5657909043924712,-0.10983842575881321,0.314062713054606,-0.015205134297040039,0.06884145946460608,-0.1731609405816759,1.3862857874491976,0.11030086285731268
ON,37.1415,39.16411111111112,40.3929,7779522.3,7167933.422222222,6196595.105,2.7616179210156107,-0.1384568148737508,1.8176262487152486,-0.14056594969379854,0.06721651577970755,0.04449148058535155,0.035428242335911464,-0.016170571460263756,0.2152307648297581,-0.11441942976329054,19.213766925387496,0.0673867139029475,4.6198806669139465,0.10678118065538374,14.896977950238051,-0.15616982796002835,0.6836756152968346,0.009693420848275004,1.2060848865555431,-0.022468432291698114,0.15757016128242088,-0.0012567577262196955,0.5662077774700169,0.20684596245398387,0.31983443569009623,0.20565716383238822,0.1665075834425086,0.1916515800713994,0.6065486622634337,0.20985588807980243
