symbol,currentRatio_slope,quickRatio_slope,returnOnEquity_slope,returnOnAssets_slope,netProfitMargin_slope,priceEarningsRatio_slope,priceBookValueRatio_slope,priceToSalesRatio_slope,freeCashFlowPerShare_slope,operatingCashFlowPerShare_slope,cashFlowToDebtRatio_slope,debtEquityRatio_slope,longTermDebtToCapitalization_slope,assetTurnover_slope,inventoryTurnover_slope,close_ma_30,close_ma_90,close_ma_200,volume_ma_30,volume_ma_90,volume_ma_200,currentRatio_ma,quickRatio_ma,returnOnEquity_ma,returnOnAssets_ma,netProfitMargin_ma,priceEarningsRatio_ma,priceBookValueRatio_ma,priceToSalesRatio_ma,freeCashFlowPerShare_ma,operatingCashFlowPerShare_ma,cashFlowToDebtRatio_ma,debtEquityRatio_ma,longTermDebtToCapitalization_ma,assetTurnover_ma,inventoryTurnover_ma
ABNB,0.0684844722637405,0.0684844722637405,-0.0803929058829264,-0.0718799012546894,-0.0929245716362337,-0.0454378341903093,0.1756109533971157,0.1420922626258155,-0.0584747893433015,-0.0560981502410702,-0.0674047731152671,0.1989562261697204,0.2000359694622249,-0.0480191924418111,0.0,0.12362931856199055,0.09838117436393366,0.004985103596368206,0.0027914528778416126,-0.036101434425411624,0.0547053575510281,-0.08367398015510431,-0.08056561914367964,-0.044761752385904456,-0.044765551443916314,0.049680492188066465,-0.04485253632280745,-0.04475107703633478,1.3219653867871783,-0.09284710186497769,-0.16209901125887924,-0.04516141531298723,-0.03490666721526684,-0.4932376991098365,-0.044766457406508385,0.03557482386573548
BX,0.0752293354600432,0.0048032124620447,0.1045685717029845,0.1362332004629552,0.0270257567361382,0.0110935618755096,-0.1905095839479659,-0.1131801609254197,0.0299618057574923,0.029678751014353,0.071178585230702,-0.1953992599762583,-0.133715525207011,0.1459458147956916,0.096295984519736,-0.332238215590636,-0.3120872760915041,-0.25740579433355426,-0.18111422765187843,-0.1719980536715854,-0.12317288884385828,-0.056030963739480445,-0.07795217958763906,-0.04475888842130055,-0.0447660017123702,0.11354242536461946,-0.040788789154016604,-0.044758667270828584,1.0525200630677658,-0.074026516061039,-0.14269834698656775,-0.05085737705664689,0.06171617480442356,-0.795070499244503,-0.04476674996982684,0.035574823865738674
KVUE,0.5141991749235543,0.465869571681189,0.1339662556800246,0.1619304760697921,0.1792563251115102,-0.1095780662304925,-0.4068613613871368,-0.1397623889468011,0.1119178662225856,0.1490491791331643,0.16991396283594,-0.5356300215329935,-0.0300522844648301,-0.1979477700109391,-0.4102912211406884,-0.49538277401244774,-0.4985332372480446,-0.5164700882046505,0.023296705640028382,1.1629713235649768,1.0308576657037352,-0.08610248526634944,-0.0829693206341613,-0.04476511437166749,-0.044766889301387,0.018504538709148238,-0.04407824161850897,-0.04476729253167665,-0.3449149270291292,-0.22427702286135703,-0.26213336081281163,-0.052046898268698044,0.0033892710914401936,-0.17061597086751182,-0.044766312675461425,0.03557482386577484
PANW,0.0619856598656787,0.0648738523947928,-0.1278014023597497,-0.1418372904533866,-0.1390803714161685,0.0042573548624776,0.072383973767963,-0.1586216816507158,-0.102430200729562,-0.1011494114779163,-0.1411566739534402,0.0903222857095194,0.1333006857667079,0.0390057360800958,-0.0270451117680762,-0.3525721711518894,-0.36715488871845176,-0.3632858467184516,0.0177175912578269,0.021791367744463018,0.07316371256739955,-0.08693218430212149,-0.08273379634695124,-0.044770719754226,-0.04476718929540295,0.013791173465749115,-0.04209629779335839,-0.04465417792321854,1.0121434641839033,-0.13646659120954216,-0.19220644498839906,-0.046976164200106744,0.5521736069244463,-0.7665112680622198,-0.04476645057384435,0.035577525725869474
AXON,0.0959638612497767,0.1041371558221524,-0.1352336847133364,-0.1209370346895867,-0.1275082216705166,-0.1139418173853355,-0.1435283282789289,-0.0746432109129694,-0.090708027117072,-0.0941278022094447,0.0438112205758823,-0.1565452265601728,-0.1667320809188232,0.0901869356573462,0.073554346409097,0.04511082732536482,-0.007699620398505895,-0.004547518549239692,-0.3011460200389852,-0.3071518803929113,-0.295309412433671,-0.07829328807357147,-0.07789514597079489,-0.04476559523176949,-0.044766883278356866,0.022805954736495895,-0.043979897133524855,-0.0447582611930107,1.2448593483247465,-0.1812154771021907,-0.21413618991511296,-0.04357167992084002,-0.052891705451686116,-0.7068734280159342,-0.044766368352895124,0.03557482386576763
FICO,-0.1810938481339037,-0.1835823244354055,0.0690059010515932,-0.1114301782371262,-0.0311272841469025,-0.1768836375883687,0.1132449031689826,-0.1855007092862195,-0.1266902279276505,-0.1314164215490302,0.0494430222075754,0.0527261838387154,-0.1540503308157282,-0.1979951287499161,-0.012116624651544,1.3503613400840198,1.2765132739806155,1.1589375050969886,-0.33076564925014984,-0.32778353375943914,-0.30905019794166033,-0.08455618241512956,-0.08115929561429529,-0.04477396304914617,-0.04476165367575121,0.14062949459144436,-0.04409519799939742,-0.04479725237032762,1.7474513145448332,0.33674697582308993,0.19234789593025087,-0.05184756159410464,-0.27470527297419506,2.3263009578590963,-0.04476575563409724,0.035576549360710086
BG,-0.1855221304996774,-0.1779547393071965,0.1234647051671454,0.0725125207849665,0.061387243776487,-0.0786895939646274,0.1495398316927761,-0.1211284255082135,-0.1165528686180479,-0.1299754999218644,-0.1217689599730084,0.1835206257145757,0.1255970093500948,0.0957943981717147,-0.0454757673544214,-0.3161645159319089,-0.29699320936101414,-0.30918042174101495,-0.2529197446036229,-0.26198283019109136,-0.2501368858956557,-0.08297231259422069,-0.08237461826466477,-0.044763295491228636,-0.044766337004555186,-0.009089669722510293,-0.04436400657346013,-0.04477032983100259,-0.78472716719579,-0.5703597724495848,-0.4099983503992685,-0.053986412323961654,-0.005428567759130879,-0.3844038079050436,-0.04476376405711353,0.035574823865808854
PODD,0.1854110540894782,0.182841257708554,-0.1449902900777263,-0.1582361469309342,-0.1569216737241947,0.0895019780312554,0.1611889116847213,0.1862149107744062,-0.1883841477487465,-0.1932792148637252,-0.1034649875047322,0.1354262213406798,0.1263267912564972,-0.1275638203938421,0.0918361522030779,0.5077684382144679,0.44297842010767036,0.41131143211246535,-0.32293886376161723,-0.311849360053658,-0.2961188140407869,-0.07300844913491912,-0.0761700709443494,-0.04476342287221346,-0.044766566358404175,0.02351158384680134,-0.040784252357723955,-0.044733461732788075,1.43220116217161,-0.239770924160561,-0.238002968799911,-0.050632343743384677,0.14492053536541774,0.35502619633169613,-0.04476623064725196,0.03557482386575032
GEHC,0.2211011329038666,0.1624519168970036,-0.1673086759968816,-0.0694771980389989,-0.1374334167617958,0.0063186771150829,-0.0841092456943581,-0.149605810027772,0.0027834560212584,0.0032275643509734,-0.1826997957427238,0.1707621138164301,0.2192921493228186,0.1140891097028149,-0.200517326525899,-0.35074097317171177,-0.3183902929679724,-0.3288889471555115,-0.1180358316347643,-0.1869954706680665,-0.15151374207187135,-0.0857922598020734,-0.08260457163608702,-0.04476239626555279,-0.044766601608067655,0.02673085987693058,-0.04429900616416121,-0.04476612320354152,-0.4897421673912103,-0.13265931663120947,-0.17523812480092663,-0.05095777414483695,0.03966494770161658,-0.0009364960975979729,-0.0447662519113678,0.03557482386579614
STLD,0.0534525361604351,0.0392207912443893,0.1814769595035036,0.1685838543861271,0.1657281603179664,-0.1812914279261977,-0.001573868263067,-0.1815100094607271,0.0681895137588925,-0.0195921910893825,0.0274240455375785,0.177800981826068,0.201573324390711,0.1810084831885567,-0.0126033497507826,-0.4457281546805439,-0.41666844619089194,-0.3955162412482989,-0.22486173401963894,-0.2105468826929484,-0.1938383295678379,-0.07760002923983884,-0.08032059794970103,-0.04475906864419965,-0.044763261474841366,0.05322032687544272,-0.04439492873123542,-0.04476947182051216,-0.6670508712034723,0.009107464796978926,0.10268105621709324,-0.04821120647568013,-0.03551827707310727,-0.4522391787974764,-0.0447650936535555,0.03557482386578803
FSLR,0.2060798280289924,0.2033847685790725,-0.1310828049471718,-0.1124676213047786,-0.1232647392281889,-0.0088194068971173,-0.1517216542846697,-0.076509341941454,-0.018992583032091,-0.0874101585626084,-0.0320693590107754,-0.1543842377577869,-0.1060482293244487,-0.0099344062602869,0.0909688564675709,-0.19155169490664473,-0.25650036632513895,-0.2739933097982272,-0.18912645039579767,-0.19238768773353201,-0.19643528673718683,-0.0763291704459754,-0.07780163908576948,-0.04476552864467576,-0.044766443827082635,0.06952481660122976,-0.04456521830830231,-0.04476904945885981,0.10595961019121838,-0.3457344229446796,-0.13203990991260972,-0.04291752489234196,-0.07085011621918062,-0.9596187902471861,-0.044766609451875834,0.035574823865766776
ACGL,0.0633049262871084,0.1246581555959887,-0.0892515980851141,-0.0872267562141426,-0.0650584316376562,0.0196594587723546,-0.1781095152788027,-0.1175289082184406,-0.1801987098152165,-0.1803355911619307,-0.1805057555394372,0.1944137752644417,0.1942595827855417,-0.1633445305303764,0.0558194255005078,-0.4619120217892891,-0.4518041501865516,-0.4575232417732541,-0.17583345436938516,-0.19904418784920536,-0.1989174232231209,-0.07369333454669183,-0.06591097477231211,-0.04476347112881593,-0.04476659474156557,0.10938929046290473,-0.04418719686808328,-0.044770214530730386,-0.4585106786780543,0.12099076298056147,0.012458224807584076,-0.04374926203264064,-0.058978691611929195,-0.7237947937034337,-0.04476680219809752,0.03557482386573666
TRGP,-0.0284744209364405,0.0906812704098154,-0.0894233279728344,-0.0638959586021199,-0.126492082977556,-0.0400336570518199,-0.177551745015533,-0.1781930268184166,0.0917837843798251,-0.0951672372556129,0.0807592436614055,-0.2036817781920266,-0.1987044472491657,0.1312966961963166,0.159588926705773,-0.48181068157242246,-0.4713941137727194,-0.4558393803329406,-0.23880214890028217,-0.23785283803199592,-0.2105704967919895,-0.0873151131924182,-0.0832057885426145,-0.04475857171181732,-0.04476669775053639,0.007717502536485133,-0.04432974162608598,-0.04476330755121613,-0.633693372258679,-0.11412097455071828,-0.008510984394343802,-0.05195458888046639,0.32853256049295476,0.6500104339194286,-0.04476574412050974,0.035574823866620864
EQT,0.4436576539187865,0.4519626065196407,0.3893357020545419,0.3987948982031927,0.4456818032420521,-0.3487570895757659,0.1302533736412926,0.4065954832990814,0.0426184392854646,0.0056381479792603,0.201622112877002,-0.2055637397988458,-0.2895492351990027,-0.1878472702210799,-0.0780353099197889,-0.5341939605505044,-0.5252768272756562,-0.5282337262459986,-0.0029270036404434384,-0.03614816507255136,0.02920205457888402,-0.05905885119991026,-0.0639344256745366,-0.044764761878425374,-0.044765659830878025,0.0704472911771738,-0.04433470095350159,-0.04476982316135682,-0.377182195214168,-0.18686948453583382,-0.23234723327845586,-0.047546140473646935,-0.06194046538307217,-0.7968404256326429,-0.04476628443789669,0.035575617061188676
PCG,-0.064415888431659,-0.059931647954166,-0.0987528041443497,-0.0970990014547961,-0.1039152682173619,0.0189493310670292,-0.1817345868230334,-0.1820502318139986,-0.0845482082532967,-0.1174879430246978,-0.0885728275703695,-0.0657164442280835,-0.1086937330478407,0.0656212176781069,0.1059281685888335,-0.5523447196937177,-0.5494218050822677,-0.5594006966689233,0.3121021794117373,0.4601842982194719,0.5720508470865677,-0.08708931225640072,-0.08292638159216817,-0.04476621414930057,-0.044767580992790074,0.012940437679111566,-0.04433035553000783,-0.04477060626081678,-0.5817070013960863,-0.28466850617363754,-0.2392413033182761,-0.05302723837911314,0.13518275177287037,0.3739284559635822,-0.04476685179791746,0.03557482386597019
