symbol,currentRatio,quickRatio,returnOnEquity,returnOnAssets,netProfitMargin,priceEarningsRatio,priceBookValueRatio,priceToSalesRatio,freeCashFlowPerShare,operatingCashFlowPerShare,cashFlowToDebtRatio,debtEquityRatio,longTermDebtToCapitalization,assetTurnover,inventoryTurnover,currentRatio_slope,quickRatio_slope,returnOnEquity_slope,returnOnAssets_slope,netProfitMargin_slope,priceEarningsRatio_slope,priceBookValueRatio_slope,priceToSalesRatio_slope,freeCashFlowPerShare_slope,operatingCashFlowPerShare_slope,cashFlowToDebtRatio_slope,debtEquityRatio_slope,longTermDebtToCapitalization_slope,assetTurnover_slope,inventoryTurnover_slope
KKR,0.1594087177754077,0.1594087177754077,0.0249359680630269,0.0016651607251229,0.1269250099439209,48.240182717833655,4.811662622425929,24.4915426846304,1.4518950617413535,1.5021528247039255,0.026371629774823,2.0989188739181732,0.672493330928359,0.0131192483330009,0.0,-0.09335663256775703,-0.054549003343407634,0.06405495922761109,0.06243139611333513,-0.016503800474859602,0.037264522478208634,-0.19026640286259286,0.003307426343358542,-0.1399015187979748,-0.1398471880040743,-0.13720599746767545,0.12216236603213058,0.1374114493756837,-0.018655143114075855,-0.07625416557099753
VST,225.78947368421052,227.42105263157896,0.0,0.1092287115470352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09133694397063181,-0.0913024922454548,-0.10957309708694732,-0.1402713371153433,-0.08890321794656444,0.09094587373190047,-0.11423064653427936,-0.06550589304985051,-0.11601505232112605,-0.11559226101275047,-0.09253772289922801,-0.032470246946322084,0.04264910243964568,0.038906270612697455,0.14435330234562174
GEV,1.0778917468833833,0.8311503866182737,0.050701864655353,0.009400796348451,0.0458420155332449,46.72301136363637,9.47577519379845,8.567508050767191,2.076363636363636,3.349090909090909,0.8830297219558965,0.1092604232139115,0.0263157894736842,0.205069437700301,1.0789204400102328,-0.8549234260284648,-0.8783688339440077,-0.06732959268090383,-0.06294040637184177,-0.03266458085515249,-0.19497349279544812,-0.8777960265524754,-0.8543797368784388,-0.5963551693210136,-0.6678889971834289,-0.4903305531857089,0.25407472307648193,-0.6928203230275513,-0.8603674186469282,-0.8929658461718858
SOLV,1.201997780244173,0.8449870514243433,0.0101385603244339,0.0020751193193608,0.0144648023143683,95.4567,3.8711740452855694,5.5230491803278685,0.5305651672433679,1.2629757785467128,0.0273408239700374,2.7069956066238596,0.7252298263534218,0.1434599156118143,0.9896373056994818,0.7581835222505953,0.7835402730184844,0.8008264169149982,0.7814682929230139,0.7791220194594372,-0.7590787603544312,-0.8228870731875084,-0.05146207014342453,0.8157811534977462,0.790515123234557,0.7798463380447017,-0.3162197943154392,-0.4196197467012929,-0.7115313645244284,-0.17478535967134898
DECK,3.1698800056540826,2.611569375785424,0.1736024560239217,0.1152102247201498,0.2499686673070029,16.876958908248564,11.71952606674702,16.87484370595978,7.054755631669082,7.21522197338954,5.1911712437504445,0.0802058140140384,0.0742504927982141,0.4608986636659248,1.2564261300676818,-0.028020960874629512,-0.03703646655667994,-0.09500530166473249,-0.10163362736391057,-0.12390825513060516,0.052160858871404196,-0.16833526538645402,-0.08367137511919921,-0.08040809511628762,-0.08238871873285875,-0.0790550931765908,0.16912964537908923,-0.0911290199107627,-0.07410600968296321,-0.056929345409073455
SMCI,6.383124295740936,3.7346351845987287,0.0513915073432583,0.0329548243956733,0.4784857810639054,14.082843641218233,2.894954249606504,26.95376175707663,1.0502728237809849,1.3576649727344994,0.4335065363386803,0.2974566657267749,0.2142146091199775,0.0688731529752019,0.0,-0.16434102283475396,-0.16281041811183602,-0.09561999927203631,-0.12325948055994783,-0.14331737725161486,-0.06529556669704559,-0.14066283435557309,-0.16625113258554353,0.013361289324219464,0.007277668528976579,-0.026575398451350013,-0.06294660602142171,-0.15260993355906777,0.0750986365861847,0.06801484353841922
BLDR,1.7674457990767891,1.0852923237583807,4.426889981775737e-05,1.7972073552081123e-05,0.0497866659686412,21.569880415352262,0.0038194995007529,4.295569724890715,2384.648213632484,3252.765342205654,0.5907523466343553,0.1471398613280204,0.1089273185317243,0.0003609816645163,0.0021331683678729,0.11008201407191474,0.013177996794896825,0.08797450625106197,0.11085888817104973,0.07578486113981958,-0.1404440939169412,-0.08098956882152863,-0.14812318516643497,-0.09137786041786258,-0.0913697133311015,-0.0655199851020676,-0.07122289698488744,-0.047039755446429694,0.14311664764291637,0.05800150653160392
JBL,1.063857165835612,0.7164227119189319,0.0627746390458254,0.0056271453491643,0.0142979696883042,38.27010250000001,9.609567482736974,2.188739062053189,2.7684117125110914,2.7684117125110914,0.0951509606587374,2.0583804143126176,0.1602530311017395,0.393562545720556,1.4787037037037036,-0.16091608701795415,-0.16471155965559844,-0.02193334151902833,-0.019800068820297476,-0.03247560201082606,-0.15700253966499994,-0.19694130208483016,-0.19175697534290706,-0.06487623675933257,-0.016736423655571653,0.01067003803703622,-0.044967415501062896,0.08633670935426234,0.18696733522953024,0.06309566713590341
UBER,1.06700941094458,1.06700941094458,0.3192782261805362,0.1343181640777457,0.5755497951333723,4.6138249193665555,5.892375344651638,10.621943948490676,0.8101053279383295,0.830999017521733,0.17542101042502,0.462751646720475,0.279117204480856,0.2333736632581375,0.0,-0.11724133622722893,-0.12399027618328695,-0.10425314839603957,-0.11293306611986059,-0.10192482019204141,-0.08087644506055404,-0.13424480172998213,0.09189557522362649,-0.19493195297147886,-0.1940043977414322,-0.19634890605771638,0.01177598279986812,0.006609275470289004,-0.1567020097129758,0.14766871428640085
HUBB,1.6396954952126823,0.9790456757180976,0.0600115758369634,0.0294949918402179,0.1476429588548302,28.769917518159897,6.906112347856946,16.990702993562167,6.733076157170323,7.989522860484214,0.2514538264712724,0.5238370853261035,0.3053074871968511,0.1997724244284409,1.049774293181278,0.0184160336913947,0.03835215255621166,-0.1426597735543545,-0.15101749991470945,-0.18333045596111386,-0.008972976051628147,-0.18688705981251674,-0.19317327097351913,-0.12156479350991692,-0.13085838129811786,-0.09598677959167791,0.0791882344009789,0.14264829852438943,0.07382738537150958,0.1896264712364535
LULU,1.5688209892586844,0.6669626299972607,0.0809191208936771,0.0551648690698588,0.1468168200746038,26.80978442322449,8.6776967475053,15.744509183613864,0.995753767410776,2.450418510640032,0.1985726183391993,0.3481959867685152,0.0,0.3757394353169295,0.5525336596899427,-0.044638866030344324,-0.003181120091706442,-0.03583731633797965,-0.05459240778537327,-0.040427927162091246,0.15071260809943046,0.19368227340895236,0.17880641843569778,-0.04847996698466778,-0.06169188830209897,-0.018021959692377795,-0.04853908226526657,0.028635133062045473,-0.06448764057947425,0.03179544974929078
VLTO,1.917269076305221,1.6859437751004016,0.111002444987775,0.035435529191383,0.1687732342007435,27.98076918023127,12.423735166577016,18.889619639888473,1.0543171825210134,1.1425110152794251,0.1096575606002308,1.2709046454767725,0.5596468561584841,0.2099594130502654,1.8888888888888888,-0.49393816964838716,-0.5183727068719971,0.5075119629397596,0.25307009394419333,-0.28199594217539237,-0.4056519094010342,0.4768052662937209,-0.4774291401215233,-0.10679112573249934,-0.10947362267923338,-0.1444316401575601,0.56709337376703,0.575263443611466,0.5393000799914812,-0.14210609684755382
ABNB,1.6907784666863497,1.6907784666863497,0.0548026628625772,0.021995324204399,0.1858870967741935,44.539723427331886,9.763581787922016,33.11743951612903,0.7456,0.7456,0.2031386224934612,0.2727056585829767,0.1916978956471605,0.1183262560236652,0.0,0.06848447226374055,0.06848447226374055,-0.08039290588292641,-0.07187990125468947,-0.09292457163623377,-0.04543783419030931,0.17561095339711572,0.1420922626258155,-0.058474789343301505,-0.05609815024107022,-0.06740477311526717,0.19895622616972045,0.2000359694622249,-0.04801919244181114,0.0
BX,1.012518841608377,1.012518841608377,0.1114259730463406,0.0183400327353031,0.4695215520455261,37.66453572532929,16.787230170133896,70.7372450833231,3.6576218368392377,3.6828577492412937,0.2631342326059132,1.5343567757383103,0.0,0.0390611094536611,0.0,0.07522933546004323,0.004803212462044734,0.10456857170298454,0.13623320046295523,0.02702575673613827,0.011093561875509663,-0.1905095839479659,-0.1131801609254197,0.0299618057574923,0.029678751014353067,0.07117858523070203,-0.19539925997625837,-0.13371552520701105,0.14594581479569163,0.09629598451973609
KVUE,0.96271127374107,0.6854852761805192,0.0303061646669424,0.0114448654349439,0.0800109229929,34.60725255972696,4.195252378982209,11.07583287820863,0.3451697127937337,0.4140992167101828,0.0909507971097603,0.901841125362019,0.417940999397953,0.143041287449709,1.0006285355122564,0.5141991749235543,0.46586957168118903,0.1339662556800246,0.1619304760697921,0.17925632511151027,-0.10957806623049259,-0.4068613613871368,-0.1397623889468011,0.1119178662225856,0.14904917913316432,0.16991396283594,-0.5356300215329935,-0.030052284464830162,-0.1979477700109391,-0.4102912211406884
PANW,0.8433004174152674,0.8433004174152674,0.059322033898305,0.0172126078548781,0.1639704507200299,83.94575990875391,19.91933285970432,55.05849635309519,2.309669522643819,2.309669522643819,1.4722059684025746,0.1734497107479955,0.1478117972669088,0.1049738399772265,0.0,0.061985659865678736,0.06487385239479285,-0.12780140235974974,-0.14183729045338667,-0.1390803714161685,0.004257354862477617,0.07238397376796307,-0.15862168165071586,-0.10243020072956206,-0.10114941147791633,-0.1411566739534402,0.09032228570951942,0.13330068576670798,0.03900573608009588,-0.02704511176807628
AXON,2.30304053986323,2.037082517196513,0.0580770858349461,0.0302114965668347,0.2350433368976519,83.92686116700202,19.496910079414352,78.90579801615246,2.9513488737558933,3.27613933996857,0.3466477845891208,0.3100411786060279,0.2366652160781179,0.1285358562620737,0.8642373622397443,0.09596386124977671,0.10413715582215248,-0.13523368471333647,-0.12093703468958679,-0.12750822167051667,-0.11394181738533551,-0.1435283282789289,-0.07464321091296944,-0.09070802711707202,-0.09412780220944472,0.043811220575882326,-0.1565452265601728,-0.1667320809188232,0.0901869356573462,0.073554346409097
FICO,1.7983701557406735,1.7983701557406735,-0.1340123215986448,0.0893749472638121,0.3466797585278929,79.55078992053917,-42.64314416903012,110.31459456142264,7.923373533513824,7.957871851669538,0.0794424690445994,-2.145544051648093,1.883107531945963,0.2578026119647862,0.0,-0.1810938481339037,-0.18358232443540554,0.06900590105159328,-0.1114301782371262,-0.031127284146902513,-0.17688363758836878,0.1132449031689826,-0.18550070928621956,-0.12669022792765053,-0.13141642154903024,0.049443022207575404,0.052726183838715496,-0.15405033081572822,-0.1979951287499161,-0.012116624651544011
BG,2.1463349024882312,1.2733019502353733,0.0550022841480127,0.0241776778183862,0.0444542903559297,4.456345514950167,0.9804367291000458,0.792414709791759,4.086956521739131,7.630434782608695,0.1708306294613887,0.5631795340338054,0.3257977085129974,0.5438772641471545,1.9197350177168384,-0.18552213049967745,-0.17795473930719657,0.12346470516714549,0.07251252078496656,0.061387243776487035,-0.07868959396462748,0.14953983169277613,-0.12112842550821355,-0.11655286861804796,-0.1299754999218644,-0.12176895997300842,0.18352062571457572,0.12559700935009485,0.09579439817171477,-0.04547576735442142
PODD,3.5792959878879635,2.764761544284633,0.0831132386926378,0.0326132720147682,0.1685355648535564,45.47595700099305,15.11861627599868,30.65726440167364,1.3069380308990366,2.105068126104555,1.7625298329355608,0.0691647408385605,0.0,0.1935097321630987,0.3870817843866171,0.18541105408947825,0.18284125770855406,-0.1449902900777263,-0.1582361469309342,-0.15692167372419477,0.08950197803125545,0.16118891168472138,0.1862149107744062,-0.18838414774874657,-0.19327921486372526,-0.10346498750473229,0.13542622134067983,0.12632679125649726,-0.1275638203938421,0.09183615220307798
GEHC,0.8784674971213231,0.6754946090233435,0.0852474544162917,0.0217594971138444,0.1353637901861252,12.405645833333336,4.230198910726972,6.7171009588268475,1.774617067833698,1.99781181619256,0.6078561917443409,0.1778356618517641,0.0,0.1607482849285261,1.5698813821557505,0.2211011329038666,0.1624519168970036,-0.16730867599688165,-0.06947719803899893,-0.13743341676179582,0.006318677115082939,-0.08410924569435815,-0.149605810027772,0.002783456021258461,0.0032275643509734717,-0.1826997957427238,0.17076211381643014,0.21929214932281865,0.1140891097028149,-0.20051732652589901
STLD,2.5255188941789273,1.0776635916865334,0.0232019634023397,0.0138794620746793,0.0535345072928702,20.92399492505777,1.941911057927734,4.48062303564594,-0.6989204186829371,2.2806122448979593,0.1073572418753657,0.3616412815034932,0.2388775243851241,0.2592619746876396,1.1017013982894488,0.05345253616043516,0.039220791244389396,0.18147695950350365,0.16858385438612714,0.1657281603179664,-0.18129142792619773,-0.0015738682630670805,-0.18151000946072715,0.06818951375889257,-0.01959219108938255,0.02742404553757851,0.17780098182606807,0.20157332439071107,0.18100848318855672,-0.012603349750782694
FSLR,2.4496630952873772,1.927682698241395,0.0492776190063724,0.0324236469039481,0.2596485805112313,11.9989404654097,2.36511686693842,12.462031437929609,4.646612116796502,7.575295634142241,1.12826063366546,0.090102796876796,0.04470806907637,0.1248751171298842,0.8727258978369287,0.20607982802899247,0.2033847685790725,-0.13108280494717184,-0.11246762130477861,-0.12326473922818898,-0.008819406897117325,-0.15172165428466972,-0.07650934194145402,-0.01899258303209106,-0.08741015856260849,-0.03206935901077547,-0.15438423775778692,-0.10604822932444875,-0.009934406260286946,0.0909688564675709
ACGL,0.0,0.0,0.0449087415946205,0.0131864722308408,0.2073170731707317,9.197961229946523,1.6522754562920268,7.627577605321508,4.1879194630872485,4.222818791946309,0.5766129032258065,0.1310278578290105,0.1158484797010361,0.0636053366428793,0.0,0.06330492628710847,0.12465815559598874,-0.08925159808511414,-0.08722675621414266,-0.06505843163765627,0.01965945877235462,-0.17810951527880273,-0.11752890821844063,-0.18019870981521657,-0.18033559116193076,-0.18050575553943726,0.19441377526444173,0.19425958278554176,-0.16334453053037645,0.0558194255005078
TRGP,0.7237912122549328,0.6184202231608145,0.1353957722573676,0.0154393620156504,0.0796767530020657,27.995512820512825,15.161896312297486,8.922366240664655,2.729336966394187,6.030426884650318,0.0930879775674728,5.502623051998149,0.839369473755956,0.1937749899930061,9.874663475919832,-0.028474420936440502,0.09068127040981548,-0.08942332797283446,-0.0638959586021199,-0.12649208297755601,-0.04003365705181999,-0.17755174501553309,-0.1781930268184166,0.09178378437982516,-0.09516723725561298,0.08075924366140556,-0.20368177819202665,-0.1987044472491657,0.13129669619631665,0.15958892670577302
EQT,6.276765299260256,6.276765299260256,0.0201024146275345,0.0149723447844078,0.0897801868245382,26.23885058146728,2.109857014954326,9.422915629061102,0.8705735458469893,0.9866250290737828,0.3204524148678427,0.2042746542449346,0.1528523663147515,0.1667666922287547,0.0,0.44365765391878653,0.4519626065196407,0.3893357020545419,0.39879489820319275,0.44568180324205214,-0.3487570895757659,0.13025337364129266,0.40659548329908146,0.04261843928546461,0.005638147979260331,0.201622112877002,-0.20556373979884585,-0.2895492351990027,-0.18784727022107992,-0.07803530991978898
PCG,1.0542559706062462,1.0040416411512554,0.022355633686026,0.0050426455184797,0.1016437942995023,16.025734421364984,1.4330617930942982,6.515665812094706,-0.4184960298925735,0.9023820644558618,0.0331145124522222,1.9351553948721352,0.639874340046346,0.0496109531647463,5.419512195121952,-0.06441588843165905,-0.05993164795416608,-0.09875280414434977,-0.09709900145479619,-0.10391526821736197,0.01894933106702924,-0.18173458682303345,-0.1820502318139986,-0.08454820825329674,-0.11748794302469785,-0.08857282757036954,-0.06571644422808358,-0.1086937330478407,0.06562121767810693,0.10592816858883353
CSGP,8.962882491399602,8.962882491399602,0.0079168597338981,0.0064601158067582,0.0842965886664787,121.78081521739132,3.8564865294234463,41.06282915139555,0.0388301794052592,0.2324895551732612,0.5968454258675079,0.020983649963593,0.0164713541666666,0.0766355544032495,0.0,0.11681818182622543,0.11699220800466367,0.12729027873124066,0.11943912007842265,0.12797327991340413,-0.07000214405283382,0.1439263359764544,0.15446742720584253,0.1045655050749614,0.03698583864622565,-0.08507717077071009,0.17632106141476359,0.16261352081475705,-0.17763267416879677,-0.016974497684185363
INVH,0.2133900935418345,0.2133900935418345,0.0146677730444233,0.0076525520012324,0.2171195363585332,0.0,0.0,0.0,0.0,0.0,0.0161915520789163,0.8406785282497352,0.4389138554077602,0.0352458011359957,0.0,-0.02933141723557342,0.04633035572653426,-0.1456677069192425,-0.1393522980253259,-0.09918064794973493,0.15466808271310362,0.11836879224775779,0.15483017789365242,0.028916583108936866,0.024917480433840917,0.005802491183064179,0.0061068879061361965,0.03597937963374683,-0.21051584994497016,-0.0364655106829598
KDP,0.4942500309138123,0.3336218622480524,-0.0059398589283504,-0.0026951151038742,-0.0353808353808353,-75.96156944444444,1.8048040259043847,10.750335135135137,0.4947878431948319,0.6232564968433416,0.0491490100729419,0.7125355772800396,0.3475171578522406,0.0761744338386674,1.3802925327174749,-0.052604226985735913,-0.03041868952007821,0.03901699776502652,0.04124105416916457,0.06772486852879687,0.10611029121310972,0.14404161183922023,0.1854998898951595,0.06032244718448849,0.04627922753814422,0.08691505467196278,-0.10983842575881321,-0.015205134297040039,-0.1731609405816759,0.11030086285731268
ON,5.058435720707222,3.3787833383278394,0.0431881224137147,0.026962767392014,0.2205515239477503,17.72503290339563,3.0620435632758856,15.637132075471698,1.0177902621722847,1.3569756554307115,0.1721761858089043,0.3827588558955936,0.2755573491019,0.1222515578645545,0.4207850133809099,-0.1384568148737508,-0.14056594969379854,0.04449148058535155,-0.016170571460263756,-0.11441942976329054,0.0673867139029475,0.10678118065538374,-0.15616982796002835,0.009693420848275004,-0.022468432291698114,-0.0012567577262196955,0.20684596245398387,0.20565716383238822,0.1916515800713994,0.20985588807980243
VICI,27.916755158771014,27.916755158771014,0.0231590565286586,0.013546580546074,0.6296734190391495,12.53524642966739,1.1612179226613355,31.572445911467835,0.6094949711321245,0.6105224659863611,0.0364925721320888,0.6650883611792996,0.0,0.0215136611082383,0.0,-0.0751792787381194,-0.07371500108920165,-0.05531327748436875,-0.04511112834496146,-0.045833552041183286,-0.01435386458327214,0.1523356010866098,0.1789002006557468,-0.13524664918207543,-0.1349596757443142,0.060808577615978625,-0.08035715065098332,0.04231801390580131,-0.031029755582306823,0.0303758593169808
WBD,0.8904490828589501,0.8904490828589501,-0.0099597496841672,-0.0032421576128538,-0.0337884979567427,-19.097713864306787,0.7608337985133825,2.5811322635303497,0.8510204081632653,0.8608163265306122,0.767467248908297,0.0807356700061697,0.0,0.0959544758990053,0.0,0.17856674328602273,0.17327353047193716,0.0913242740942043,0.09168101297611561,0.08783575434387221,0.08699831928654835,0.1617026683445059,0.1709272179182083,0.039341532319039335,0.04645835756809237,-0.0897781832039268,0.13790500953683918,0.1229689609243809,-0.025825449597949354,0.05963280486718528
CPT,0.1011646208659396,0.1011646208659396,0.0087035885966754,0.0045967395017523,0.1053300510717826,77.30201469612446,2.691219734436916,32.568900623577925,0.6016434869221973,1.4051536503486184,0.0437108082962114,0.7455493863575403,0.4271144616041414,0.0436412918723418,0.0,0.1240502642544004,0.12436493699400517,0.03891330461176954,0.036531894311037226,0.041720659942885485,0.08946613746718765,0.14737765990038518,0.15654154198458894,-0.10224743075716018,-0.08528833630052111,-0.07909389626889456,0.15618181814350404,-0.144093280129823,-0.20718219828313825,-0.09632918449261597
MOH,1.6176545086119554,1.6176545086119554,0.0558274021352313,0.0160588611644273,0.0239070387655967,16.63971115537849,3.715807384341637,1.5912248785598628,-4.094076655052265,-3.902439024390244,-0.0718409236690186,0.6935053380782918,0.4095087995797216,0.6717210492642355,0.0,-0.06962399979478064,-0.0970649082888293,0.05835663305468866,-0.024346648361214814,-0.023730216639776012,0.0372721057218878,0.18482961963402555,0.1057053318608462,0.06883060369147077,0.06745030916893714,0.06898062418464138,0.20149099933340625,0.1908973261693901,-0.013704191733365269,0.08905775630555723
NDSN,2.412653720029443,1.5101830354017298,0.0416643930547522,0.0203580556863678,0.1640979902804903,29.23231127289879,4.871786027091677,19.187854124545655,1.3146228166371272,1.6725142454202644,0.0437077263193696,0.7520397709290524,0.417451740765516,0.1240603596154352,0.7163617683751454,0.03963686985045038,0.07384882872214352,0.12651541211327563,0.11924414911279044,0.06119301713328466,-0.022293150275294035,0.17213590609925047,0.016730802380648894,-0.032736217827196844,-0.04986046272372978,0.09894784165024938,-0.1245235672519852,-0.06733722360928766,0.15354187194222527,0.16362941300411782
CEG,1.5740578439964945,1.3403447268477944,0.0647121373234087,0.0160979480784491,0.1583054626532887,20.611778169014087,5.335328877411515,13.051828316610925,-5.557324840764331,-3.235668789808918,-0.1207798383262006,0.6389184262494304,0.3593187347931873,0.1016891508899217,0.933125,-0.13928277396914016,-0.12451930898912875,-0.22256687420229046,-0.22328108104190617,-0.2300253117553281,0.043730502778519156,-0.2677858008201476,-0.2721094094031066,0.09076430284774893,0.07003923112512894,0.037337509447908916,-0.20580927718409658,-0.2251265186080593,0.12974656547300034,0.19404186808034726
FDS,1.39499308724932,1.39499308724932,0.0753288500829249,0.0370554156575692,0.2638134444235379,31.07529787297863,9.36346581902337,32.792325473431724,1.591843178529141,2.2726483357452967,0.0556553251511525,0.7792425137869239,0.4226649883927764,0.1404606794719636,0.0,0.20264796305295285,0.20090551745363908,0.12289495806369237,0.09146511148152939,0.006546367433061601,0.016790692258736143,0.19083599154089909,0.11068344720581923,-0.014286407191201674,-0.0305175005887687,0.10175871224063023,0.03234761469354336,-0.029019800195732904,0.13989697133592197,-0.057269044421629875
EPAM,2.9550947031748795,2.9550947031748795,0.0284632114252932,0.021744992551268,0.0827483616386737,32.152258879563206,3.6606261691590816,10.64218698106542,1.591843178529141,2.2726483357452967,0.0556553251511525,0.0449833310876661,0.0329404654779285,0.2627845690313364,0.0,-0.09068180755985969,-0.09280072177258965,0.11072678533966095,0.0962552140024974,0.06636204843520731,0.08043889015808649,0.18486687382857867,0.17849612587129932,-0.014286407191201674,-0.0305175005887687,0.10175871224063023,0.20850810596418276,-0.06261405674457088,0.14489344830650733,-0.00994462392913677
